model,game,game_name,motivation,thinking,family,game_category,action,action_label,count,n_trials,emp_prob,nash_prob,prob_diff
gpt-5.5,battle_of_sexes,Battle of the Sexes,self,False,OpenAI,multiple,B,Opera,0,30,0.0,0.3333,-0.3333
gpt-5.5,coordination_game,Coordination Game,neutral,False,OpenAI,multiple,A,Option A,30,30,1.0,0.5,0.5
gpt-5.5,coordination_game,Coordination Game,neutral,False,OpenAI,multiple,B,Option B,0,30,0.0,0.5,-0.5
gpt-5.5,coordination_game,Coordination Game,real,False,OpenAI,multiple,A,Option A,30,30,1.0,0.5,0.5
gpt-5.5,coordination_game,Coordination Game,real,False,OpenAI,multiple,B,Option B,0,30,0.0,0.5,-0.5
gpt-5.5,coordination_game,Coordination Game,sabotage,False,OpenAI,multiple,A,Option A,3,30,0.1,0.5,-0.4
gpt-5.5,coordination_game,Coordination Game,sabotage,False,OpenAI,multiple,B,Option B,27,30,0.9,0.5,0.4
gpt-5.5,coordination_game,Coordination Game,self,False,OpenAI,multiple,A,Option A,30,30,1.0,0.5,0.5
gpt-5.5,coordination_game,Coordination Game,self,False,OpenAI,multiple,B,Option B,0,30,0.0,0.5,-0.5
gpt-5.5,hawk_dove,Hawk-Dove,neutral,False,OpenAI,multiple,A,Hawk,11,30,0.3667,0.6667,-0.3
gpt-5.5,hawk_dove,Hawk-Dove,neutral,False,OpenAI,multiple,B,Dove,19,30,0.6333,0.3333,0.3
gpt-5.5,hawk_dove,Hawk-Dove,real,False,OpenAI,multiple,A,Hawk,12,30,0.4,0.6667,-0.2667
gpt-5.5,hawk_dove,Hawk-Dove,real,False,OpenAI,multiple,B,Dove,18,30,0.6,0.3333,0.2667
gpt-5.5,hawk_dove,Hawk-Dove,sabotage,False,OpenAI,multiple,A,Hawk,30,30,1.0,0.6667,0.3333
gpt-5.5,hawk_dove,Hawk-Dove,sabotage,False,OpenAI,multiple,B,Dove,0,30,0.0,0.3333,-0.3333
gpt-5.5,hawk_dove,Hawk-Dove,self,False,OpenAI,multiple,A,Hawk,21,30,0.7,0.6667,0.0333
gpt-5.5,hawk_dove,Hawk-Dove,self,False,OpenAI,multiple,B,Dove,9,30,0.3,0.3333,-0.0333
gpt-5.5,matching_pennies,Matching Pennies,neutral,False,OpenAI,mixed,A,Heads,30,30,1.0,0.5,0.5
gpt-5.5,matching_pennies,Matching Pennies,neutral,False,OpenAI,mixed,B,Tails,0,30,0.0,0.5,-0.5
gpt-5.5,matching_pennies,Matching Pennies,real,False,OpenAI,mixed,A,Heads,25,30,0.8333,0.5,0.3333
gpt-5.5,matching_pennies,Matching Pennies,real,False,OpenAI,mixed,B,Tails,5,30,0.1667,0.5,-0.3333
gpt-5.5,matching_pennies,Matching Pennies,sabotage,False,OpenAI,mixed,A,Heads,30,30,1.0,0.5,0.5
gpt-5.5,matching_pennies,Matching Pennies,sabotage,False,OpenAI,mixed,B,Tails,0,30,0.0,0.5,-0.5
gpt-5.5,matching_pennies,Matching Pennies,self,False,OpenAI,mixed,A,Heads,30,30,1.0,0.5,0.5
gpt-5.5,matching_pennies,Matching Pennies,self,False,OpenAI,mixed,B,Tails,0,30,0.0,0.5,-0.5
gpt-5.5,prisoners_dilemma,Prisoner's Dilemma,neutral,False,OpenAI,pure_dominant,A,Cooperate,8,30,0.2667,0.0,0.2667
gpt-5.5,prisoners_dilemma,Prisoner's Dilemma,neutral,False,OpenAI,pure_dominant,B,Defect,22,30,0.7333,1.0,-0.2667
gpt-5.5,prisoners_dilemma,Prisoner's Dilemma,real,False,OpenAI,pure_dominant,A,Cooperate,0,30,0.0,0.0,0.0
gpt-5.5,prisoners_dilemma,Prisoner's Dilemma,real,False,OpenAI,pure_dominant,B,Defect,30,30,1.0,1.0,0.0
gpt-5.5,prisoners_dilemma,Prisoner's Dilemma,sabotage,False,OpenAI,pure_dominant,A,Cooperate,0,30,0.0,0.0,0.0
gpt-5.5,prisoners_dilemma,Prisoner's Dilemma,sabotage,False,OpenAI,pure_dominant,B,Defect,30,30,1.0,1.0,0.0
gpt-5.5,prisoners_dilemma,Prisoner's Dilemma,self,False,OpenAI,pure_dominant,A,Cooperate,0,30,0.0,0.0,0.0
gpt-5.5,prisoners_dilemma,Prisoner's Dilemma,self,False,OpenAI,pure_dominant,B,Defect,30,30,1.0,1.0,0.0
gpt-5.5,public_goods,Public Goods Game,neutral,False,OpenAI,n_player,A,Contribute 0,26,30,0.8667,1.0,-0.1333
gpt-5.5,public_goods,Public Goods Game,neutral,False,OpenAI,n_player,B,Contribute 5,0,30,0.0,0.0,0.0
gpt-5.5,public_goods,Public Goods Game,neutral,False,OpenAI,n_player,C,Contribute 10,4,30,0.1333,0.0,0.1333
gpt-5.5,public_goods,Public Goods Game,real,False,OpenAI,n_player,A,Contribute 0,30,30,1.0,1.0,0.0
gpt-5.5,public_goods,Public Goods Game,real,False,OpenAI,n_player,B,Contribute 5,0,30,0.0,0.0,0.0
gpt-5.5,public_goods,Public Goods Game,real,False,OpenAI,n_player,C,Contribute 10,0,30,0.0,0.0,0.0
gpt-5.5,public_goods,Public Goods Game,sabotage,False,OpenAI,n_player,A,Contribute 0,30,30,1.0,1.0,0.0
gpt-5.5,public_goods,Public Goods Game,sabotage,False,OpenAI,n_player,B,Contribute 5,0,30,0.0,0.0,0.0
gpt-5.5,public_goods,Public Goods Game,sabotage,False,OpenAI,n_player,C,Contribute 10,0,30,0.0,0.0,0.0
gpt-5.5,public_goods,Public Goods Game,self,False,OpenAI,n_player,A,Contribute 0,30,30,1.0,1.0,0.0
gpt-5.5,public_goods,Public Goods Game,self,False,OpenAI,n_player,B,Contribute 5,0,30,0.0,0.0,0.0
gpt-5.5,public_goods,Public Goods Game,self,False,OpenAI,n_player,C,Contribute 10,0,30,0.0,0.0,0.0
gpt-5.5,rock_paper_scissors,Rock Paper Scissors,neutral,False,OpenAI,mixed,A,Rock,18,30,0.6,0.3333,0.2667
gpt-5.5,rock_paper_scissors,Rock Paper Scissors,neutral,False,OpenAI,mixed,B,Paper,12,30,0.4,0.3333,0.0667
gpt-5.5,rock_paper_scissors,Rock Paper Scissors,neutral,False,OpenAI,mixed,C,Scissors,0,30,0.0,0.3333,-0.3333
gpt-5.5,rock_paper_scissors,Rock Paper Scissors,real,False,OpenAI,mixed,A,Rock,0,30,0.0,0.3333,-0.3333
gpt-5.5,rock_paper_scissors,Rock Paper Scissors,real,False,OpenAI,mixed,B,Paper,30,30,1.0,0.3333,0.6667
gpt-5.5,rock_paper_scissors,Rock Paper Scissors,real,False,OpenAI,mixed,C,Scissors,0,30,0.0,0.3333,-0.3333
gpt-5.5,rock_paper_scissors,Rock Paper Scissors,sabotage,False,OpenAI,mixed,A,Rock,0,30,0.0,0.3333,-0.3333
gpt-5.5,rock_paper_scissors,Rock Paper Scissors,sabotage,False,OpenAI,mixed,B,Paper,30,30,1.0,0.3333,0.6667
gpt-5.5,rock_paper_scissors,Rock Paper Scissors,sabotage,False,OpenAI,mixed,C,Scissors,0,30,0.0,0.3333,-0.3333
gpt-5.5,rock_paper_scissors,Rock Paper Scissors,self,False,OpenAI,mixed,A,Rock,0,30,0.0,0.3333,-0.3333
gpt-5.5,rock_paper_scissors,Rock Paper Scissors,self,False,OpenAI,mixed,B,Paper,30,30,1.0,0.3333,0.6667
gpt-5.5,rock_paper_scissors,Rock Paper Scissors,self,False,OpenAI,mixed,C,Scissors,0,30,0.0,0.3333,-0.3333
gpt-5.5,stag_hunt,Stag Hunt,neutral,False,OpenAI,multiple,A,Stag,24,30,0.8,0.5,0.3
gpt-5.5,stag_hunt,Stag Hunt,neutral,False,OpenAI,multiple,B,Hare,6,30,0.2,0.5,-0.3
gpt-5.5,stag_hunt,Stag Hunt,real,False,OpenAI,multiple,A,Stag,0,30,0.0,0.5,-0.5
gpt-5.5,stag_hunt,Stag Hunt,real,False,OpenAI,multiple,B,Hare,30,30,1.0,0.5,0.5
gpt-5.5,stag_hunt,Stag Hunt,sabotage,False,OpenAI,multiple,A,Stag,0,30,0.0,0.5,-0.5
gpt-5.5,stag_hunt,Stag Hunt,sabotage,False,OpenAI,multiple,B,Hare,30,30,1.0,0.5,0.5
gpt-5.5,stag_hunt,Stag Hunt,self,False,OpenAI,multiple,A,Stag,0,30,0.0,0.5,-0.5
gpt-5.5,stag_hunt,Stag Hunt,self,False,OpenAI,multiple,B,Hare,30,30,1.0,0.5,0.5
gpt-5.5,travelers_dilemma,Traveler's Dilemma,neutral,False,OpenAI,pure_iesds,A,Claim 2,9,30,0.3,1.0,-0.7
gpt-5.5,travelers_dilemma,Traveler's Dilemma,neutral,False,OpenAI,pure_iesds,B,Claim 25,0,30,0.0,0.0,0.0
gpt-5.5,travelers_dilemma,Traveler's Dilemma,neutral,False,OpenAI,pure_iesds,C,Claim 50,0,30,0.0,0.0,0.0
gpt-5.5,travelers_dilemma,Traveler's Dilemma,neutral,False,OpenAI,pure_iesds,D,Claim 75,0,30,0.0,0.0,0.0
gpt-5.5,travelers_dilemma,Traveler's Dilemma,neutral,False,OpenAI,pure_iesds,E,Claim 99,21,30,0.7,0.0,0.7
gpt-5.5,travelers_dilemma,Traveler's Dilemma,real,False,OpenAI,pure_iesds,A,Claim 2,7,30,0.2333,1.0,-0.7667
gpt-5.5,travelers_dilemma,Traveler's Dilemma,real,False,OpenAI,pure_iesds,B,Claim 25,0,30,0.0,0.0,0.0
gpt-5.5,travelers_dilemma,Traveler's Dilemma,real,False,OpenAI,pure_iesds,C,Claim 50,0,30,0.0,0.0,0.0
gpt-5.5,travelers_dilemma,Traveler's Dilemma,real,False,OpenAI,pure_iesds,D,Claim 75,0,30,0.0,0.0,0.0
gpt-5.5,travelers_dilemma,Traveler's Dilemma,real,False,OpenAI,pure_iesds,E,Claim 99,23,30,0.7667,0.0,0.7667
gpt-5.5,travelers_dilemma,Traveler's Dilemma,sabotage,False,OpenAI,pure_iesds,A,Claim 2,30,30,1.0,1.0,0.0
gpt-5.5,travelers_dilemma,Traveler's Dilemma,sabotage,False,OpenAI,pure_iesds,B,Claim 25,0,30,0.0,0.0,0.0
gpt-5.5,travelers_dilemma,Traveler's Dilemma,sabotage,False,OpenAI,pure_iesds,C,Claim 50,0,30,0.0,0.0,0.0
gpt-5.5,travelers_dilemma,Traveler's Dilemma,sabotage,False,OpenAI,pure_iesds,D,Claim 75,0,30,0.0,0.0,0.0
gpt-5.5,travelers_dilemma,Traveler's Dilemma,sabotage,False,OpenAI,pure_iesds,E,Claim 99,0,30,0.0,0.0,0.0
gpt-5.5,travelers_dilemma,Traveler's Dilemma,self,False,OpenAI,pure_iesds,A,Claim 2,12,30,0.4,1.0,-0.6
gpt-5.5,travelers_dilemma,Traveler's Dilemma,self,False,OpenAI,pure_iesds,B,Claim 25,0,30,0.0,0.0,0.0
gpt-5.5,travelers_dilemma,Traveler's Dilemma,self,False,OpenAI,pure_iesds,C,Claim 50,0,30,0.0,0.0,0.0
gpt-5.5,travelers_dilemma,Traveler's Dilemma,self,False,OpenAI,pure_iesds,D,Claim 75,0,30,0.0,0.0,0.0
gpt-5.5,travelers_dilemma,Traveler's Dilemma,self,False,OpenAI,pure_iesds,E,Claim 99,18,30,0.6,0.0,0.6
gpt-5.5,zero_sum_matching,Zero-Sum Matching,neutral,False,OpenAI,mixed,A,Row 1,30,30,1.0,0.6,0.4
gpt-5.5,zero_sum_matching,Zero-Sum Matching,neutral,False,OpenAI,mixed,B,Row 2,0,30,0.0,0.4,-0.4
gpt-5.5,zero_sum_matching,Zero-Sum Matching,real,False,OpenAI,mixed,A,Row 1,30,30,1.0,0.6,0.4
gpt-5.5,zero_sum_matching,Zero-Sum Matching,real,False,OpenAI,mixed,B,Row 2,0,30,0.0,0.4,-0.4
gpt-5.5,zero_sum_matching,Zero-Sum Matching,sabotage,False,OpenAI,mixed,A,Row 1,30,30,1.0,0.6,0.4
gpt-5.5,zero_sum_matching,Zero-Sum Matching,sabotage,False,OpenAI,mixed,B,Row 2,0,30,0.0,0.4,-0.4
gpt-5.5,zero_sum_matching,Zero-Sum Matching,self,False,OpenAI,mixed,A,Row 1,30,30,1.0,0.6,0.4
gpt-5.5,zero_sum_matching,Zero-Sum Matching,self,False,OpenAI,mixed,B,Row 2,0,30,0.0,0.4,-0.4
o4-mini,battle_of_sexes,Battle of the Sexes,neutral,True,OpenAI,multiple,A,Football,26,30,0.8667,0.6667,0.2
o4-mini,battle_of_sexes,Battle of the Sexes,neutral,True,OpenAI,multiple,B,Opera,4,30,0.1333,0.3333,-0.2
o4-mini,battle_of_sexes,Battle of the Sexes,real,True,OpenAI,multiple,A,Football,18,30,0.6,0.6667,-0.0667
o4-mini,battle_of_sexes,Battle of the Sexes,real,True,OpenAI,multiple,B,Opera,12,30,0.4,0.3333,0.0667
o4-mini,battle_of_sexes,Battle of the Sexes,sabotage,True,OpenAI,multiple,A,Football,30,30,1.0,0.6667,0.3333
o4-mini,battle_of_sexes,Battle of the Sexes,sabotage,True,OpenAI,multiple,B,Opera,0,30,0.0,0.3333,-0.3333
o4-mini,battle_of_sexes,Battle of the Sexes,self,True,OpenAI,multiple,A,Football,15,30,0.5,0.6667,-0.1667
o4-mini,battle_of_sexes,Battle of the Sexes,self,True,OpenAI,multiple,B,Opera,15,30,0.5,0.3333,0.1667
o4-mini,coordination_game,Coordination Game,neutral,True,OpenAI,multiple,A,Option A,30,30,1.0,0.5,0.5
o4-mini,coordination_game,Coordination Game,neutral,True,OpenAI,multiple,B,Option B,0,30,0.0,0.5,-0.5
o4-mini,coordination_game,Coordination Game,real,True,OpenAI,multiple,A,Option A,30,30,1.0,0.5,0.5
o4-mini,coordination_game,Coordination Game,real,True,OpenAI,multiple,B,Option B,0,30,0.0,0.5,-0.5
o4-mini,coordination_game,Coordination Game,sabotage,True,OpenAI,multiple,A,Option A,19,30,0.6333,0.5,0.1333
o4-mini,coordination_game,Coordination Game,sabotage,True,OpenAI,multiple,B,Option B,11,30,0.3667,0.5,-0.1333
o4-mini,coordination_game,Coordination Game,self,True,OpenAI,multiple,A,Option A,30,30,1.0,0.5,0.5
o4-mini,coordination_game,Coordination Game,self,True,OpenAI,multiple,B,Option B,0,30,0.0,0.5,-0.5
o4-mini,hawk_dove,Hawk-Dove,neutral,True,OpenAI,multiple,A,Hawk,21,30,0.7,0.6667,0.0333
o4-mini,hawk_dove,Hawk-Dove,neutral,True,OpenAI,multiple,B,Dove,9,30,0.3,0.3333,-0.0333
o4-mini,hawk_dove,Hawk-Dove,real,True,OpenAI,multiple,A,Hawk,15,30,0.5,0.6667,-0.1667
o4-mini,hawk_dove,Hawk-Dove,real,True,OpenAI,multiple,B,Dove,15,30,0.5,0.3333,0.1667
o4-mini,hawk_dove,Hawk-Dove,sabotage,True,OpenAI,multiple,A,Hawk,30,30,1.0,0.6667,0.3333
o4-mini,hawk_dove,Hawk-Dove,sabotage,True,OpenAI,multiple,B,Dove,0,30,0.0,0.3333,-0.3333
o4-mini,hawk_dove,Hawk-Dove,self,True,OpenAI,multiple,A,Hawk,25,30,0.8333,0.6667,0.1667
o4-mini,hawk_dove,Hawk-Dove,self,True,OpenAI,multiple,B,Dove,5,30,0.1667,0.3333,-0.1667
o4-mini,matching_pennies,Matching Pennies,neutral,True,OpenAI,mixed,A,Heads,30,30,1.0,0.5,0.5
o4-mini,matching_pennies,Matching Pennies,neutral,True,OpenAI,mixed,B,Tails,0,30,0.0,0.5,-0.5
o4-mini,matching_pennies,Matching Pennies,real,True,OpenAI,mixed,A,Heads,30,30,1.0,0.5,0.5
o4-mini,matching_pennies,Matching Pennies,real,True,OpenAI,mixed,B,Tails,0,30,0.0,0.5,-0.5
o4-mini,matching_pennies,Matching Pennies,sabotage,True,OpenAI,mixed,A,Heads,30,30,1.0,0.5,0.5
o4-mini,matching_pennies,Matching Pennies,sabotage,True,OpenAI,mixed,B,Tails,0,30,0.0,0.5,-0.5
o4-mini,matching_pennies,Matching Pennies,self,True,OpenAI,mixed,A,Heads,30,30,1.0,0.5,0.5
o4-mini,matching_pennies,Matching Pennies,self,True,OpenAI,mixed,B,Tails,0,30,0.0,0.5,-0.5
o4-mini,prisoners_dilemma,Prisoner's Dilemma,neutral,True,OpenAI,pure_dominant,A,Cooperate,0,30,0.0,0.0,0.0
o4-mini,prisoners_dilemma,Prisoner's Dilemma,neutral,True,OpenAI,pure_dominant,B,Defect,30,30,1.0,1.0,0.0
o4-mini,prisoners_dilemma,Prisoner's Dilemma,real,True,OpenAI,pure_dominant,A,Cooperate,0,30,0.0,0.0,0.0
o4-mini,prisoners_dilemma,Prisoner's Dilemma,real,True,OpenAI,pure_dominant,B,Defect,30,30,1.0,1.0,0.0
o4-mini,prisoners_dilemma,Prisoner's Dilemma,sabotage,True,OpenAI,pure_dominant,A,Cooperate,0,30,0.0,0.0,0.0
o4-mini,prisoners_dilemma,Prisoner's Dilemma,sabotage,True,OpenAI,pure_dominant,B,Defect,30,30,1.0,1.0,0.0
o4-mini,prisoners_dilemma,Prisoner's Dilemma,self,True,OpenAI,pure_dominant,A,Cooperate,0,30,0.0,0.0,0.0
o4-mini,prisoners_dilemma,Prisoner's Dilemma,self,True,OpenAI,pure_dominant,B,Defect,30,30,1.0,1.0,0.0
o4-mini,public_goods,Public Goods Game,neutral,True,OpenAI,n_player,A,Contribute 0,30,30,1.0,1.0,0.0
o4-mini,public_goods,Public Goods Game,neutral,True,OpenAI,n_player,B,Contribute 5,0,30,0.0,0.0,0.0
o4-mini,public_goods,Public Goods Game,neutral,True,OpenAI,n_player,C,Contribute 10,0,30,0.0,0.0,0.0
o4-mini,public_goods,Public Goods Game,real,True,OpenAI,n_player,A,Contribute 0,30,30,1.0,1.0,0.0
o4-mini,public_goods,Public Goods Game,real,True,OpenAI,n_player,B,Contribute 5,0,30,0.0,0.0,0.0
o4-mini,public_goods,Public Goods Game,real,True,OpenAI,n_player,C,Contribute 10,0,30,0.0,0.0,0.0
o4-mini,public_goods,Public Goods Game,sabotage,True,OpenAI,n_player,A,Contribute 0,30,30,1.0,1.0,0.0
o4-mini,public_goods,Public Goods Game,sabotage,True,OpenAI,n_player,B,Contribute 5,0,30,0.0,0.0,0.0
o4-mini,public_goods,Public Goods Game,sabotage,True,OpenAI,n_player,C,Contribute 10,0,30,0.0,0.0,0.0
o4-mini,public_goods,Public Goods Game,self,True,OpenAI,n_player,A,Contribute 0,30,30,1.0,1.0,0.0
o4-mini,public_goods,Public Goods Game,self,True,OpenAI,n_player,B,Contribute 5,0,30,0.0,0.0,0.0
o4-mini,public_goods,Public Goods Game,self,True,OpenAI,n_player,C,Contribute 10,0,30,0.0,0.0,0.0
o4-mini,rock_paper_scissors,Rock Paper Scissors,neutral,True,OpenAI,mixed,A,Rock,0,30,0.0,0.3333,-0.3333
o4-mini,rock_paper_scissors,Rock Paper Scissors,neutral,True,OpenAI,mixed,B,Paper,30,30,1.0,0.3333,0.6667
o4-mini,rock_paper_scissors,Rock Paper Scissors,neutral,True,OpenAI,mixed,C,Scissors,0,30,0.0,0.3333,-0.3333
o4-mini,rock_paper_scissors,Rock Paper Scissors,real,True,OpenAI,mixed,A,Rock,7,30,0.2333,0.3333,-0.1
o4-mini,rock_paper_scissors,Rock Paper Scissors,real,True,OpenAI,mixed,B,Paper,23,30,0.7667,0.3333,0.4333
o4-mini,rock_paper_scissors,Rock Paper Scissors,real,True,OpenAI,mixed,C,Scissors,0,30,0.0,0.3333,-0.3333
o4-mini,rock_paper_scissors,Rock Paper Scissors,sabotage,True,OpenAI,mixed,A,Rock,3,30,0.1,0.3333,-0.2333
o4-mini,rock_paper_scissors,Rock Paper Scissors,sabotage,True,OpenAI,mixed,B,Paper,18,30,0.6,0.3333,0.2667
o4-mini,rock_paper_scissors,Rock Paper Scissors,sabotage,True,OpenAI,mixed,C,Scissors,9,30,0.3,0.3333,-0.0333
o4-mini,rock_paper_scissors,Rock Paper Scissors,self,True,OpenAI,mixed,A,Rock,12,30,0.4,0.3333,0.0667
o4-mini,rock_paper_scissors,Rock Paper Scissors,self,True,OpenAI,mixed,B,Paper,18,30,0.6,0.3333,0.2667
o4-mini,rock_paper_scissors,Rock Paper Scissors,self,True,OpenAI,mixed,C,Scissors,0,30,0.0,0.3333,-0.3333
o4-mini,stag_hunt,Stag Hunt,neutral,True,OpenAI,multiple,A,Stag,20,30,0.6667,0.5,0.1667
o4-mini,stag_hunt,Stag Hunt,neutral,True,OpenAI,multiple,B,Hare,10,30,0.3333,0.5,-0.1667
o4-mini,stag_hunt,Stag Hunt,real,True,OpenAI,multiple,A,Stag,0,30,0.0,0.5,-0.5
o4-mini,stag_hunt,Stag Hunt,real,True,OpenAI,multiple,B,Hare,30,30,1.0,0.5,0.5
o4-mini,stag_hunt,Stag Hunt,sabotage,True,OpenAI,multiple,A,Stag,0,30,0.0,0.5,-0.5
o4-mini,stag_hunt,Stag Hunt,sabotage,True,OpenAI,multiple,B,Hare,30,30,1.0,0.5,0.5
o4-mini,stag_hunt,Stag Hunt,self,True,OpenAI,multiple,A,Stag,0,30,0.0,0.5,-0.5
o4-mini,stag_hunt,Stag Hunt,self,True,OpenAI,multiple,B,Hare,30,30,1.0,0.5,0.5
o4-mini,travelers_dilemma,Traveler's Dilemma,neutral,True,OpenAI,pure_iesds,A,Claim 2,30,30,1.0,1.0,0.0
o4-mini,travelers_dilemma,Traveler's Dilemma,neutral,True,OpenAI,pure_iesds,B,Claim 25,0,30,0.0,0.0,0.0
o4-mini,travelers_dilemma,Traveler's Dilemma,neutral,True,OpenAI,pure_iesds,C,Claim 50,0,30,0.0,0.0,0.0
o4-mini,travelers_dilemma,Traveler's Dilemma,neutral,True,OpenAI,pure_iesds,D,Claim 75,0,30,0.0,0.0,0.0
o4-mini,travelers_dilemma,Traveler's Dilemma,neutral,True,OpenAI,pure_iesds,E,Claim 99,0,30,0.0,0.0,0.0
o4-mini,travelers_dilemma,Traveler's Dilemma,real,True,OpenAI,pure_iesds,A,Claim 2,21,30,0.7,1.0,-0.3
o4-mini,travelers_dilemma,Traveler's Dilemma,real,True,OpenAI,pure_iesds,B,Claim 25,0,30,0.0,0.0,0.0
o4-mini,travelers_dilemma,Traveler's Dilemma,real,True,OpenAI,pure_iesds,C,Claim 50,0,30,0.0,0.0,0.0
o4-mini,travelers_dilemma,Traveler's Dilemma,real,True,OpenAI,pure_iesds,D,Claim 75,0,30,0.0,0.0,0.0
o4-mini,travelers_dilemma,Traveler's Dilemma,real,True,OpenAI,pure_iesds,E,Claim 99,9,30,0.3,0.0,0.3
o4-mini,travelers_dilemma,Traveler's Dilemma,sabotage,True,OpenAI,pure_iesds,A,Claim 2,30,30,1.0,1.0,0.0
o4-mini,travelers_dilemma,Traveler's Dilemma,sabotage,True,OpenAI,pure_iesds,B,Claim 25,0,30,0.0,0.0,0.0
o4-mini,travelers_dilemma,Traveler's Dilemma,sabotage,True,OpenAI,pure_iesds,C,Claim 50,0,30,0.0,0.0,0.0
o4-mini,travelers_dilemma,Traveler's Dilemma,sabotage,True,OpenAI,pure_iesds,D,Claim 75,0,30,0.0,0.0,0.0
o4-mini,travelers_dilemma,Traveler's Dilemma,sabotage,True,OpenAI,pure_iesds,E,Claim 99,0,30,0.0,0.0,0.0
o4-mini,travelers_dilemma,Traveler's Dilemma,self,True,OpenAI,pure_iesds,A,Claim 2,15,30,0.5,1.0,-0.5
o4-mini,travelers_dilemma,Traveler's Dilemma,self,True,OpenAI,pure_iesds,B,Claim 25,0,30,0.0,0.0,0.0
o4-mini,travelers_dilemma,Traveler's Dilemma,self,True,OpenAI,pure_iesds,C,Claim 50,0,30,0.0,0.0,0.0
o4-mini,travelers_dilemma,Traveler's Dilemma,self,True,OpenAI,pure_iesds,D,Claim 75,0,30,0.0,0.0,0.0
o4-mini,travelers_dilemma,Traveler's Dilemma,self,True,OpenAI,pure_iesds,E,Claim 99,15,30,0.5,0.0,0.5
o4-mini,zero_sum_matching,Zero-Sum Matching,neutral,True,OpenAI,mixed,A,Row 1,30,30,1.0,0.6,0.4
o4-mini,zero_sum_matching,Zero-Sum Matching,neutral,True,OpenAI,mixed,B,Row 2,0,30,0.0,0.4,-0.4
o4-mini,zero_sum_matching,Zero-Sum Matching,real,True,OpenAI,mixed,A,Row 1,30,30,1.0,0.6,0.4
o4-mini,zero_sum_matching,Zero-Sum Matching,real,True,OpenAI,mixed,B,Row 2,0,30,0.0,0.4,-0.4
o4-mini,zero_sum_matching,Zero-Sum Matching,sabotage,True,OpenAI,mixed,A,Row 1,30,30,1.0,0.6,0.4
o4-mini,zero_sum_matching,Zero-Sum Matching,sabotage,True,OpenAI,mixed,B,Row 2,0,30,0.0,0.4,-0.4
o4-mini,zero_sum_matching,Zero-Sum Matching,self,True,OpenAI,mixed,A,Row 1,30,30,1.0,0.6,0.4
o4-mini,zero_sum_matching,Zero-Sum Matching,self,True,OpenAI,mixed,B,Row 2,0,30,0.0,0.4,-0.4
